-4.93776,-2.51199,0.1
-4.91568,-2.55493,0.1
-4.86938,-2.58501,0.1
-4.71656,-2.55681,0.1
-4.60836,-2.55036,0.1
-4.55896,-2.57518,0.1
-4.46791,-2.57536,0.1
-4.44098,-2.61166,0.1
-4.43521,-2.66055,0.1
-4.42891,-2.70954,0.1
-4.43992,-2.76973,0.1
-4.43587,-2.82119,0.1
-4.40692,-2.85702,0.1
-4.34681,-2.87216,0.1
-4.23203,-2.84961,0.1
-4.1823,-2.86941,0.1
-4.09321,-2.86106,0.1
-3.98666,-2.83862,0.1
-3.94396,-2.86034,0.1
-3.86097,-2.85182,0.1
-3.81759,-2.87154,0.1
-3.70589,-2.83842,0.1
-3.65341,-2.84908,0.1
-3.5979,-2.85656,0.1
-3.50754,-2.835,0.1
-3.44873,-2.8375,0.1
-3.39627,-2.84434,0.1
-3.35081,-2.85631,0.1
-3.27443,-2.84084,0.1
-3.21881,-2.84213,0.1
-3.1664,-2.84534,0.1
-3.0854,-2.82154,0.1
-3.0358,-2.82515,0.1
-2.99147,-2.83294,0.1
-2.92778,-2.82143,0.1
-2.88452,-2.82863,0.1
-2.83782,-2.83176,0.1
-2.79058,-2.83359,0.1
-2.72892,-2.81971,0.1
-2.68771,-2.82599,0.1
-2.64659,-2.83177,0.1
-2.58934,-2.81938,0.1
-2.54994,-2.8255,0.1
-2.51195,-2.83265,0.1
-2.45366,-2.81598,0.1
-2.41602,-2.82207,0.1
-2.37718,-2.82618,0.1
-2.32762,-2.81672,0.1
-2.29164,-2.82292,0.1
-2.25261,-2.8248,0.1
-2.21496,-2.8278,0.1
-2.16828,-2.81846,0.1
-2.12977,-2.81889,0.1
-2.09202,-2.81968,0.1
-2.05029,-2.81436,0.1
-2.01696,-2.81992,0.1
-1.98254,-2.82348,0.1
-1.94084,-2.81595,0.1
-1.90726,-2.8195,0.1
-1.87155,-2.81935,0.1
-1.83109,-2.81125,0.1
-1.8006,-2.81783,0.1
-1.768,-2.82071,0.1
-1.7355,-2.82323,0.1
-1.70877,-2.83482,0.1
-1.69926,-2.87543,0.1
-1.69469,-2.92561,0.1
-1.69776,-2.9907,0.1
-4.78087,-10.9476,0.1
-4.68528,-10.9889,0.1
-4.57513,-10.9951,0.1
-4.46597,-11.0021,0.1
-4.34711,-10.983,0.1
-4.2534,-11.026,0.1
-4.16418,-11.0814,0.1
-2.33754,-10.8971,0.1
-2.24249,-10.9171,0.1
-2.144,-10.9195,0.1
-2.04545,-10.9201,0.1
-1.94494,-10.908,0.1
-1.84697,-10.9077,0.1
-1.75042,-10.9145,0.1
0.772986,-2.91423,0.1
0.798352,-2.90738,0.1
0.814369,-2.86761,0.1
0.812862,-2.7702,0.1
0.838131,-2.76684,0.1
0.863403,-2.76325,0.1
0.89021,-2.76419,0.1
0.915209,-2.75917,0.1
0.940188,-2.75393,0.1
0.969121,-2.75979,0.1
0.994831,-2.75594,0.1
1.0209,-2.75279,0.1
1.05446,-2.76902,0.1
1.08073,-2.76532,0.1
1.10404,-2.75394,0.1
1.13066,-2.75069,0.1
1.16274,-2.76008,0.1
1.18992,-2.75719,0.1
1.21633,-2.7522,0.1
1.24439,-2.75061,0.1
1.27041,-2.7442,0.1
1.29813,-2.74116,0.1
1.32981,-2.74594,0.1
1.35768,-2.74232,0.1
1.38604,-2.7393,0.1
1.4264,-2.7591,0.1
1.45599,-2.75718,0.1
1.48091,-2.74614,0.1
1.50671,-2.73664,0.1
